id,number rooms,room type,neighborhood group,price,utilization
3422619,1,Entire home/apt,Brooklyn,284,158.1653074
3423172,4,Entire home/apt,Manhattan,1113,70.70945227
3423724,1,Shared room,Manhattan,632,28.0538557
3424276,1,Private room,Manhattan,1185,10.57983848
3424828,1,Private room,Brooklyn,479,69.4459144
3425381,1,Private room,Brooklyn,839,55.22272985
3425933,1,Private room,Manhattan,565,49.15914608
3426485,1,Private room,Manhattan,167,279.1739589
3427038,1,Private room,Brooklyn,1069,71.02953911
3428142,2,Entire home/apt,Brooklyn,861,73.82497462
3428695,1,Entire home/apt,Manhattan,164,303.4795155
3429247,1,Private room,Brooklyn,288,125.4132529
3429799,1,Entire home/apt,Manhattan,401,106.801806
3430351,1,Private room,Manhattan,691,74.02430126
3430904,1,Entire home/apt,Manhattan,1088,92.23233492
3431456,1,Entire home/apt,Manhattan,982,74.95168973
3432008,1,Private room,Manhattan,1115,61.76805855
3432561,4,Entire home/apt,Brooklyn,1029,116.9731573
3433113,1,Entire home/apt,Brooklyn,720,78.86320234
3433665,1,Entire home/apt,Brooklyn,412,124.3875233
3434218,2,Entire home/apt,Manhattan,306,139.0514911
3434770,1,Private room,Manhattan,175,204.8696489
3435322,1,Private room,Brooklyn,220,155.3377477
3436979,1,Entire home/apt,Manhattan,502,121.6682558
3437531,2,Entire home/apt,Brooklyn,641,138.8453713
3438084,1,Entire home/apt,Brooklyn,235,191.6666939
3438636,1,Private room,Manhattan,140,229.1271277
3439188,1,Private room,Brooklyn,1028,54.06472333
3439741,1,Entire home/apt,Manhattan,875,55.04233602
3440293,1,Private room,Brooklyn,194,131.1638294
3441397,2,Entire home/apt,Brooklyn,1017,84.69702326
3441950,1,Private room,Brooklyn,197,143.4031877
3442502,1,Private room,Manhattan,93,302.4794831
3443054,1,Private room,Brooklyn,372,52.02498262
3443607,1,Entire home/apt,Brooklyn,138,317.942773
3444159,3,Entire home/apt,Manhattan,1195,4.626805524
3444711,1,Entire home/apt,Brooklyn,1063,93.01681819
3446368,1,Entire home/apt,Brooklyn,906,87.64134114
3446920,2,Entire home/apt,Manhattan,70,361.0
3447473,2,Entire home/apt,Brooklyn,1122,79.66405383
3448025,1,Entire home/apt,Brooklyn,903,92.65195826
3448577,1,Entire home/apt,Brooklyn,481,105.288911
3449130,1,Private room,Manhattan,1112,19.41137302
3449682,3,Entire home/apt,Manhattan,1185,40.00905499
3450234,1,Private room,Manhattan,1167,20.07513447
3450787,1,Entire home/apt,Brooklyn,436,153.8807532
3451339,2,Entire home/apt,Brooklyn,510,139.4643268
3451891,3,Entire home/apt,Manhattan,758,127.3443839
3452443,1,Entire home/apt,Manhattan,527,151.327603
3452996,1,Private room,Manhattan,767,56.54541819
3453548,2,Entire home/apt,Staten Island,328,60.43673881
3454100,1,Entire home/apt,Brooklyn,320,194.1366603
3454653,3,Entire home/apt,Brooklyn,735,90.88852727
3455205,1,Private room,Bronx,82,221.5284966
3456310,1,Shared room,Brooklyn,162,164.2295563
3456862,2,Entire home/apt,Manhattan,881,70.26169675
3458519,1,Entire home/apt,Manhattan,280,168.5858216
3459071,2,Entire home/apt,Manhattan,113,337.12864
3459623,1,Private room,Manhattan,834,89.93266785
3460176,1,Entire home/apt,Manhattan,964,41.74204494
3460728,1,Private room,Brooklyn,1054,20.0127825
3461280,2,Entire home/apt,Manhattan,367,134.6736678
3462385,1,Entire home/apt,Brooklyn,306,165.2488874
3462937,2,Entire home/apt,Manhattan,322,168.0790551
3463489,1,Private room,Manhattan,190,179.7149068
3464042,1,Entire home/apt,Manhattan,445,152.1578249
3464594,1,Private room,Manhattan,730,88.07856532
3465146,1,Private room,Manhattan,273,109.4335406
3465699,1,Entire home/apt,Manhattan,172,249.0344843
3466251,1,Private room,Manhattan,608,84.24567111
3466803,3,Entire home/apt,Brooklyn,946,61.45382092
3467356,1,Private room,Manhattan,952,54.38750132
3467908,1,Private room,Queens,133,249.1589178
3468460,3,Entire home/apt,Brooklyn,698,51.66636351
3469012,1,Private room,Brooklyn,1083,43.34437502
3469565,2,Entire home/apt,Manhattan,571,123.7717913
3470117,2,Entire home/apt,Brooklyn,766,92.0308684
3470669,1,Entire home/apt,Manhattan,98,361.098755
3471222,2,Entire home/apt,Manhattan,393,149.3922665
3471774,1,Entire home/apt,Manhattan,506,93.5885373
3473431,1,Entire home/apt,Brooklyn,1041,91.42479814
3473983,1,Private room,Brooklyn,409,57.03648408
3475088,1,Entire home/apt,Manhattan,210,197.7512031
3475640,2,Entire home/apt,Manhattan,738,143.8600689
3476192,1,Entire home/apt,Brooklyn,595,83.18991023
3477849,2,Entire home/apt,Manhattan,322,156.9559656
3478954,2,Entire home/apt,Brooklyn,919,66.92819907
3479506,1,Private room,Manhattan,525,93.96771424
3480058,1,Private room,Brooklyn,955,22.07670744
3480611,2,Entire home/apt,Manhattan,250,216.74776
3481163,4,Entire home/apt,Brooklyn,1116,33.92130289
3481715,1,Private room,Brooklyn,204,159.6897197
3482820,1,Entire home/apt,Brooklyn,205,196.8830429
3483372,1,Entire home/apt,Brooklyn,209,171.2910265
3483925,2,Entire home/apt,Brooklyn,415,119.0145229
3484477,4,Entire home/apt,Brooklyn,1171,52.66600654
3485029,4,Entire home/apt,Queens,933,75.01699457
3486134,1,Entire home/apt,Manhattan,351,118.9074624
3486686,2,Entire home/apt,Brooklyn,1146,55.77452806
3487238,1,Private room,Brooklyn,881,25.31539392
3487791,1,Private room,Manhattan,1077,0.0
3488343,2,Entire home/apt,Manhattan,690,137.4324137
3488895,2,Entire home/apt,Manhattan,1024,9.993903032
3489448,1,Entire home/apt,Brooklyn,659,53.00032355
3490000,4,Entire home/apt,Queens,1174,62.33409377
3490552,1,Entire home/apt,Manhattan,802,89.29596115
3491104,1,Private room,Queens,1075,45.64490254
3492209,1,Private room,Manhattan,767,109.5025077
3492761,1,Private room,Manhattan,110,316.2974043
3493314,1,Private room,Brooklyn,722,85.32530929
3494418,2,Entire home/apt,Manhattan,462,105.7743421
3494971,1,Shared room,Manhattan,465,51.59162201
3495523,1,Entire home/apt,Brooklyn,668,102.6103712
3497180,1,Entire home/apt,Manhattan,493,76.24045757
3497732,1,Entire home/apt,Brooklyn,1034,57.33408135
3498284,3,Entire home/apt,Brooklyn,701,135.9608275
3498837,1,Private room,Manhattan,1047,54.88061995
3499389,2,Entire home/apt,Brooklyn,1004,96.36569133
3500494,4,Entire home/apt,Brooklyn,1086,77.12335053
3501046,1,Private room,Brooklyn,991,84.39553019
3501598,1,Entire home/apt,Manhattan,471,127.3681573
3502703,1,Private room,Brooklyn,801,60.02942905
3504360,1,Entire home/apt,Brooklyn,279,166.9731946
3505464,1,Entire home/apt,Brooklyn,590,128.9096543
3506017,1,Private room,Brooklyn,329,96.07652383
3506569,1,Private room,Brooklyn,1141,27.94938694
3507121,1,Entire home/apt,Brooklyn,274,145.0715225
3507673,1,Entire home/apt,Brooklyn,626,111.7152667
3508226,2,Entire home/apt,Manhattan,979,59.62735069
3509330,1,Entire home/apt,Brooklyn,335,130.35607
3509883,1,Entire home/apt,Brooklyn,924,63.8525881
3510435,2,Entire home/apt,Brooklyn,863,126.5331204
3510987,1,Private room,Manhattan,851,39.23608684
3511540,4,Entire home/apt,Brooklyn,967,83.44548145
3512092,1,Entire home/apt,Brooklyn,149,238.3239429
3512644,2,Entire home/apt,Brooklyn,339,179.535326
3513196,2,Entire home/apt,Queens,477,112.8254587
3513749,1,Entire home/apt,Brooklyn,561,118.4075156
3514853,2,Entire home/apt,Brooklyn,279,168.4754096
3515958,1,Entire home/apt,Brooklyn,133,287.8294434
3517063,1,Entire home/apt,Brooklyn,154,234.989541
3517615,1,Private room,Brooklyn,686,87.9212039
3518167,4,Entire home/apt,Brooklyn,690,98.944592
3518719,1,Private room,Brooklyn,434,54.13598152
3519272,1,Private room,Brooklyn,1186,36.91948081
3519824,1,Entire home/apt,Manhattan,720,95.70808173
3520929,1,Entire home/apt,Manhattan,322,198.906114
3521481,2,Entire home/apt,Brooklyn,818,63.36170867
3522033,3,Entire home/apt,Queens,434,137.272761
3522586,4,Entire home/apt,Manhattan,1118,44.21913798
3523138,2,Entire home/apt,Brooklyn,896,103.0082878
3523690,2,Entire home/apt,Manhattan,838,93.33217348
3524242,1,Private room,Manhattan,67,365.0
3525899,3,Entire home/apt,Brooklyn,863,94.03715836
3527004,1,Private room,Bronx,206,112.5683999
3527556,1,Private room,Brooklyn,997,78.27266698
3528109,1,Entire home/apt,Brooklyn,349,143.3994768
3528661,1,Entire home/apt,Manhattan,246,222.8712947
3529213,1,Entire home/apt,Manhattan,1197,62.79512924
3529765,1,Private room,Queens,847,69.77022136
3530318,1,Entire home/apt,Manhattan,165,263.4025724
3530870,3,Entire home/apt,Brooklyn,805,84.66152332
3531422,1,Private room,Brooklyn,163,167.6538975
3531975,1,Entire home/apt,Manhattan,301,170.0106093
3533079,1,Entire home/apt,Brooklyn,160,251.8729089
3533632,1,Entire home/apt,Brooklyn,431,153.3414016
3534184,1,Entire home/apt,Manhattan,170,243.8907645
3534736,1,Private room,Brooklyn,186,129.7385968
3535841,1,Private room,Brooklyn,946,79.91844116
3536393,1,Entire home/apt,Manhattan,829,121.3290653
3536945,1,Private room,Manhattan,337,91.95825626
3537498,1,Private room,Brooklyn,648,54.85636337
3538050,1,Private room,Manhattan,546,70.05180183
3539155,1,Private room,Manhattan,773,64.55742941
3539707,1,Entire home/apt,Manhattan,236,161.8319769
3540811,1,Private room,Manhattan,1070,37.49486319
3541364,1,Shared room,Manhattan,374,67.08311955
3541916,1,Private room,Brooklyn,164,202.9294645
3543021,2,Entire home/apt,Brooklyn,958,13.99580743
3543573,1,Private room,Manhattan,880,47.81962281
3544125,1,Shared room,Manhattan,808,0.0
3544678,1,Private room,Manhattan,620,85.82960363
3545230,3,Entire home/apt,Brooklyn,1015,52.0030766
3545782,1,Private room,Manhattan,1179,19.57330102
3546334,1,Entire home/apt,Brooklyn,497,128.2770962
3546887,1,Entire home/apt,Brooklyn,451,130.2099394
3547439,3,Entire home/apt,Brooklyn,651,105.8416682
3547991,1,Private room,Brooklyn,893,62.28753964
3548544,3,Entire home/apt,Manhattan,801,111.0758377
3549096,2,Entire home/apt,Manhattan,664,101.0681324
3549648,4,Entire home/apt,Brooklyn,937,94.0512517
3550753,1,Entire home/apt,Brooklyn,417,138.6520814
3551305,3,Entire home/apt,Brooklyn,995,74.64337855
3551857,2,Entire home/apt,Brooklyn,505,114.2790543
3552410,2,Entire home/apt,Manhattan,414,142.7962833
3552962,1,Private room,Manhattan,89,330.1051585
3553514,2,Entire home/apt,Brooklyn,194,241.5225776
3554067,2,Entire home/apt,Brooklyn,619,111.7296285
3554619,2,Entire home/apt,Manhattan,103,363.0
3555171,4,Entire home/apt,Brooklyn,806,49.44855721
3555724,1,Private room,Brooklyn,148,210.0846147
3556276,1,Private room,Brooklyn,844,73.38781688
3556828,1,Private room,Brooklyn,638,53.06834567
3557380,4,Entire home/apt,Brooklyn,900,88.33866478
3557933,1,Private room,Manhattan,654,61.0875555
3558485,1,Private room,Manhattan,323,139.2628087
3559037,1,Private room,Manhattan,680,88.23484888
3559590,1,Entire home/apt,Manhattan,715,76.19654267
3560142,2,Entire home/apt,Brooklyn,511,114.9766944
3560694,1,Private room,Manhattan,67,363.0
3561247,2,Entire home/apt,Brooklyn,616,116.4157373
3561799,1,Entire home/apt,Manhattan,146,278.6484693
3562351,1,Private room,Brooklyn,438,62.10526143
3562903,2,Entire home/apt,Brooklyn,1081,65.22113138
3563456,1,Entire home/apt,Brooklyn,191,180.0462272
3564008,1,Entire home/apt,Manhattan,845,85.36184047
3564560,1,Entire home/apt,Brooklyn,1149,28.77596152
3565113,1,Private room,Manhattan,1060,50.40840238
3565665,1,Entire home/apt,Manhattan,134,282.7892758
3566217,1,Private room,Brooklyn,660,73.84970672
3567322,2,Entire home/apt,Manhattan,410,106.9408016
3567874,1,Private room,Brooklyn,208,118.2913274
3568979,1,Entire home/apt,Brooklyn,115,347.336258
3569531,4,Entire home/apt,Manhattan,1135,74.38780132
3570083,4,Entire home/apt,Brooklyn,1061,74.44555567
3571188,1,Entire home/apt,Manhattan,820,96.40051909
3571740,2,Entire home/apt,Brooklyn,824,155.2954784
3572293,1,Entire home/apt,Manhattan,74,362.0
3573397,1,Private room,Manhattan,516,53.5727665
3574502,3,Entire home/apt,Brooklyn,1033,62.01957229
3575054,2,Entire home/apt,Manhattan,779,104.7532632
3575606,1,Entire home/apt,Brooklyn,497,129.0218492
3576159,1,Entire home/apt,Brooklyn,1000,86.75672787
3577816,2,Entire home/apt,Manhattan,1020,65.68051375
3578368,1,Entire home/apt,Brooklyn,231,188.174429
3578920,1,Entire home/apt,Brooklyn,106,362.0
3579472,2,Entire home/apt,Manhattan,846,90.30869985
3580577,2,Entire home/apt,Manhattan,276,176.7656951
3581129,1,Entire home/apt,Brooklyn,461,91.49503432
3581682,2,Entire home/apt,Manhattan,921,98.27585093
3582786,1,Private room,Brooklyn,50,365.0
3583339,1,Private room,Manhattan,159,222.4107139
3585548,2,Entire home/apt,Manhattan,709,106.9170678
3586100,2,Entire home/apt,Brooklyn,811,100.9994782
3586652,4,Entire home/apt,Brooklyn,1174,47.21383218
3587205,1,Entire home/apt,Brooklyn,530,108.532975
3587757,3,Entire home/apt,Manhattan,705,101.762741
3588862,1,Private room,Brooklyn,1165,16.57461124
3589414,1,Entire home/apt,Manhattan,80,364.0
3589966,2,Entire home/apt,Brooklyn,1034,59.66960475
3590518,2,Entire home/apt,Brooklyn,104,308.4342122
3591071,1,Entire home/apt,Manhattan,186,258.0706957
3591623,1,Private room,Queens,235,113.6819934
3592175,1,Private room,Brooklyn,475,82.83929125
3593280,1,Entire home/apt,Brooklyn,299,158.4517235
3593832,1,Entire home/apt,Brooklyn,598,80.65465905
3594385,1,Private room,Manhattan,1077,82.78169895
3594937,1,Entire home/apt,Manhattan,202,210.0906048
3595489,3,Entire home/apt,Manhattan,543,116.2002973
3597146,1,Entire home/apt,Brooklyn,323,178.4806636
3597698,2,Entire home/apt,Brooklyn,361,121.2033994
3598251,1,Entire home/apt,Manhattan,970,120.3780758
3598803,1,Private room,Manhattan,109,316.6349886
3599355,2,Entire home/apt,Manhattan,511,139.6240243
3599908,1,Private room,Brooklyn,1037,11.6096662
3600460,4,Entire home/apt,Brooklyn,993,74.03915853
3601012,1,Private room,Brooklyn,317,143.2676674
3601564,1,Private room,Queens,338,93.77475947
3602669,3,Entire home/apt,Bronx,787,64.22789538
3603221,1,Private room,Brooklyn,275,126.4853744
3603774,2,Entire home/apt,Manhattan,750,99.52461962
3604878,1,Private room,Manhattan,1021,76.15488343
3605431,1,Private room,Brooklyn,283,92.80251096
3605983,1,Private room,Brooklyn,232,168.2089001
3606535,1,Entire home/apt,Brooklyn,465,129.094621
3607087,1,Entire home/apt,Brooklyn,67,365.0
3608192,2,Entire home/apt,Manhattan,536,121.3640196
3608744,1,Entire home/apt,Queens,145,283.4578684
3609297,1,Private room,Queens,494,69.26863395
3609849,1,Entire home/apt,Manhattan,987,42.65507515
3610401,3,Entire home/apt,Queens,999,51.58042836
3611506,1,Private room,Manhattan,1063,60.51797604
3612058,1,Entire home/apt,Brooklyn,281,175.1831501
3612610,1,Entire home/apt,Manhattan,896,146.2803774
3613163,3,Entire home/apt,Brooklyn,944,86.66082369
3613715,3,Entire home/apt,Manhattan,714,86.28828732
3614267,1,Entire home/apt,Brooklyn,438,144.110253
3614820,2,Entire home/apt,Manhattan,856,97.31046588
3615924,1,Entire home/apt,Manhattan,396,152.5418648
3616477,1,Private room,Brooklyn,1071,37.04105179
3617029,1,Entire home/apt,Manhattan,386,155.4586377
3617581,2,Entire home/apt,Manhattan,837,72.19345668
3618133,1,Entire home/apt,Brooklyn,288,199.7697343
3618686,1,Private room,Manhattan,818,58.72685697
3619238,1,Entire home/apt,Manhattan,94,361.0
3619790,1,Private room,Brooklyn,229,155.2895533
3620895,1,Private room,Brooklyn,1182,17.45137116
3621447,1,Private room,Manhattan,715,94.42434202
3622000,3,Entire home/apt,Brooklyn,1120,60.52586281
3622552,1,Entire home/apt,Brooklyn,724,121.5481935
3623104,1,Private room,Brooklyn,941,58.04781049
3624209,2,Entire home/apt,Brooklyn,1127,81.91390797
3625313,2,Entire home/apt,Manhattan,717,109.7438054
3625866,1,Private room,Manhattan,547,56.37044406
3626418,2,Entire home/apt,Brooklyn,749,91.91223254
3626970,1,Entire home/apt,Manhattan,181,231.4803214
3627523,1,Private room,Brooklyn,389,76.81116187
3628075,1,Entire home/apt,Manhattan,1035,89.59393343
3628627,3,Entire home/apt,Brooklyn,867,46.71513014
3629179,1,Private room,Brooklyn,889,53.95731139
3629732,3,Entire home/apt,Brooklyn,601,87.24309926
3630284,1,Entire home/apt,Brooklyn,280,155.0225408
3630836,1,Entire home/apt,Queens,1002,101.2996903
3631941,1,Shared room,Brooklyn,306,131.8281675
3632493,1,Private room,Brooklyn,205,109.0981132
3634702,2,Entire home/apt,Manhattan,825,124.3817186
3635807,1,Private room,Manhattan,544,96.74923406
3636359,1,Private room,Brooklyn,782,54.7812633
3636912,2,Entire home/apt,Brooklyn,912,66.60305722
3637464,1,Entire home/apt,Manhattan,120,301.971431
3638016,1,Private room,Brooklyn,496,91.04679455
3638569,2,Entire home/apt,Manhattan,909,84.60631782
3639121,4,Entire home/apt,Queens,1110,71.73142203
3639673,2,Entire home/apt,Manhattan,571,134.1257338
3640225,1,Private room,Manhattan,1128,27.31748487
3640778,2,Entire home/apt,Brooklyn,801,79.66962871
3641330,2,Entire home/apt,Brooklyn,1194,54.2222544
3641882,1,Private room,Brooklyn,1100,29.33160045
3642987,4,Entire home/apt,Brooklyn,670,118.7340215
3643539,2,Entire home/apt,Manhattan,642,113.3607305
3644092,2,Entire home/apt,Manhattan,1082,85.84783945
3644644,3,Entire home/apt,Brooklyn,846,122.1170075
3645196,1,Private room,Manhattan,636,58.56430283
3645748,1,Entire home/apt,Brooklyn,296,187.5504691
3646301,1,Private room,Manhattan,323,115.8307633
3646853,1,Private room,Manhattan,610,98.73342884
3647405,1,Private room,Manhattan,206,157.4344142
3647958,1,Private room,Manhattan,807,99.37669104
3648510,1,Private room,Manhattan,56,363.0
3649062,2,Entire home/apt,Manhattan,935,40.73028129
3649615,2,Entire home/apt,Brooklyn,82,362.0
3650167,1,Private room,Bronx,614,46.29440679
3650719,1,Entire home/apt,Brooklyn,753,104.5714544
3651271,1,Private room,Brooklyn,894,68.19562386
3651824,2,Entire home/apt,Brooklyn,752,114.805502
3652376,1,Entire home/apt,Manhattan,85,363.0
3652928,1,Private room,Manhattan,330,112.4559289
3653481,2,Entire home/apt,Manhattan,590,110.6606811
3654033,2,Entire home/apt,Manhattan,719,134.9265365
3654585,1,Private room,Brooklyn,246,111.3418188
3655690,1,Private room,Manhattan,570,55.63797783
3656242,1,Entire home/apt,Manhattan,748,138.1652637
3656794,1,Entire home/apt,Brooklyn,296,160.2886851
3657347,2,Entire home/apt,Manhattan,478,114.4552333
3657899,1,Private room,Brooklyn,223,149.057061
3658451,2,Entire home/apt,Brooklyn,1194,47.27421413
3659004,1,Entire home/apt,Manhattan,643,120.3580974
3660108,2,Entire home/apt,Brooklyn,1037,44.90772753
3660661,4,Entire home/apt,Brooklyn,1154,20.29522118
3661213,1,Entire home/apt,Brooklyn,95,364.0059206
3661765,1,Private room,Queens,78,363.0
3662317,1,Entire home/apt,Brooklyn,594,99.64587102
3662870,1,Entire home/apt,Manhattan,862,125.3903854
3663422,2,Entire home/apt,Manhattan,773,120.8090167
3664527,4,Entire home/apt,Manhattan,1125,98.97273477
3665079,1,Entire home/apt,Brooklyn,101,341.8349145
3665631,2,Entire home/apt,Brooklyn,525,128.0878782
3666184,2,Entire home/apt,Manhattan,894,52.82862037
3666736,1,Entire home/apt,Manhattan,579,182.6337931
3667288,1,Private room,Bronx,1185,0.0
3667840,2,Entire home/apt,Brooklyn,372,175.7803022
3668393,1,Private room,Bronx,138,106.5719302
3669497,3,Entire home/apt,Brooklyn,1115,32.42923463
3670602,1,Entire home/apt,Manhattan,1049,69.61978863
3671154,4,Entire home/apt,Manhattan,1090,67.5402665
3671707,1,Private room,Brooklyn,78,363.0
3672259,1,Private room,Manhattan,337,143.1097594
3672811,1,Private room,Manhattan,1157,42.80152067
3673363,2,Entire home/apt,Manhattan,593,152.7982431
3675573,1,Private room,Brooklyn,289,119.4794509
3676125,3,Entire home/apt,Brooklyn,668,116.1478639
3676677,1,Entire home/apt,Brooklyn,76,363.0
3677230,2,Entire home/apt,Brooklyn,473,105.6904826
3677782,1,Private room,Brooklyn,750,119.4456115
3678334,2,Entire home/apt,Brooklyn,531,115.0325392
3678886,1,Entire home/apt,Manhattan,231,188.6859878
3679439,1,Entire home/apt,Brooklyn,80,361.0
3679991,2,Entire home/apt,Brooklyn,220,173.7239274
3680543,2,Entire home/apt,Brooklyn,532,122.8275899
3681096,1,Entire home/apt,Manhattan,61,364.0
3681648,1,Entire home/apt,Manhattan,90,365.0
3682200,1,Entire home/apt,Manhattan,181,252.5619508
3683305,2,Entire home/apt,Manhattan,82,364.0
3683857,1,Private room,Manhattan,555,81.97467679
3684409,2,Entire home/apt,Manhattan,933,108.0958986
3684962,1,Entire home/apt,Manhattan,1105,58.29382874
3685514,3,Entire home/apt,Queens,1073,54.68140152
3686066,1,Entire home/apt,Brooklyn,217,153.7310594
3686619,1,Private room,Staten Island,329,65.27780224
3687171,2,Entire home/apt,Manhattan,537,107.7460409
3687723,2,Entire home/apt,Manhattan,692,145.4658263
3688276,1,Entire home/apt,Manhattan,853,119.6441153
3688828,2,Entire home/apt,Manhattan,664,146.4626581
3689380,1,Entire home/apt,Brooklyn,119,275.4923691
3689932,1,Entire home/apt,Brooklyn,255,155.5670828
3691037,3,Entire home/apt,Brooklyn,742,99.70776589
3691589,2,Entire home/apt,Brooklyn,473,112.5170067
3692142,3,Entire home/apt,Brooklyn,824,80.43126672
3692694,3,Entire home/apt,Brooklyn,684,78.09786832
3693246,1,Private room,Manhattan,814,41.8047356
3693799,4,Entire home/apt,Brooklyn,1071,75.86841966
3694351,1,Entire home/apt,Manhattan,674,72.64953278
3694903,1,Entire home/apt,Brooklyn,192,228.4672361
3695455,2,Entire home/apt,Manhattan,654,81.09799671
3696008,1,Entire home/apt,Manhattan,438,169.7249099
3696560,2,Entire home/apt,Brooklyn,538,139.8037436
3698769,1,Private room,Queens,1015,41.73094671
3699322,1,Private room,Queens,214,190.3748136
3699874,1,Entire home/apt,Brooklyn,463,148.2165751
3700978,4,Entire home/apt,Brooklyn,1136,64.62412537
3701531,2,Entire home/apt,Manhattan,739,117.6088359
3702083,1,Entire home/apt,Brooklyn,215,181.2313009
3702635,1,Private room,Manhattan,541,67.81006863
3703188,1,Entire home/apt,Manhattan,286,174.9557489
3703740,1,Private room,Queens,941,27.02043457
3704292,1,Entire home/apt,Manhattan,997,101.4254021
3704845,1,Entire home/apt,Manhattan,238,197.5777482
3705397,1,Private room,Brooklyn,956,37.0623841
3705949,1,Private room,Manhattan,1103,17.16044498
3706501,1,Private room,Bronx,1128,1.109270912
3707054,1,Private room,Brooklyn,222,133.7259639
3707606,2,Entire home/apt,Brooklyn,1113,69.77696767
3708711,2,Entire home/apt,Brooklyn,74,361.0
3709263,3,Entire home/apt,Brooklyn,964,64.86536213
3709815,1,Private room,Manhattan,446,90.0873723
3710368,1,Private room,Manhattan,664,90.29495368
3710920,1,Entire home/apt,Brooklyn,111,323.6536836
3711472,1,Private room,Brooklyn,636,41.51495439
3712024,3,Entire home/apt,Brooklyn,532,106.8034819
3712577,1,Private room,Brooklyn,1175,32.44536194
3713129,2,Entire home/apt,Manhattan,672,102.3432947
3713681,2,Entire home/apt,Brooklyn,998,95.64712787
3714234,1,Private room,Manhattan,631,73.63642478
3714786,1,Entire home/apt,Brooklyn,474,160.8623663
3715338,2,Entire home/apt,Manhattan,1037,76.5221925
3715891,1,Private room,Brooklyn,975,54.36125172
3716443,1,Entire home/apt,Manhattan,261,202.028732
3716995,1,Entire home/apt,Manhattan,431,172.8340515
3718100,1,Private room,Queens,581,81.07780698
3718652,1,Entire home/apt,Manhattan,913,50.54041912
3719204,3,Entire home/apt,Brooklyn,995,27.56691978
3719757,1,Private room,Brooklyn,138,205.0036546
3720861,2,Entire home/apt,Manhattan,834,103.1482268
3721414,2,Entire home/apt,Manhattan,582,134.0756617
3722518,1,Entire home/apt,Brooklyn,218,258.8587209
3723070,2,Entire home/apt,Manhattan,1149,83.50611618
3723623,1,Private room,Manhattan,283,118.5134308
3724175,1,Private room,Manhattan,1068,91.51989873
3724727,1,Entire home/apt,Brooklyn,431,131.1542803
3725280,1,Private room,Brooklyn,210,198.2195461
3725832,1,Shared room,Manhattan,1088,0.0
3726384,1,Private room,Manhattan,302,107.675992
3726937,1,Private room,Manhattan,1078,39.46385017
3727489,1,Private room,Brooklyn,544,91.26345832
3728041,2,Entire home/apt,Manhattan,613,108.2752263
3728593,1,Entire home/apt,Manhattan,480,107.2890949
3729698,1,Private room,Manhattan,226,217.0780074
3730250,1,Entire home/apt,Manhattan,243,200.8122381
3730803,1,Entire home/apt,Brooklyn,716,119.0991233
3731355,1,Private room,Manhattan,92,322.6722212
3731907,1,Entire home/apt,Brooklyn,1176,75.7847992
3732460,2,Entire home/apt,Queens,185,248.6510378
3733012,1,Private room,Brooklyn,333,124.999153
3733564,1,Private room,Brooklyn,133,249.9173736
3734116,2,Entire home/apt,Brooklyn,1000,53.80337351
3734669,1,Private room,Manhattan,193,184.2385772
3735221,1,Private room,Manhattan,88,294.787797
3735773,1,Private room,Brooklyn,1172,35.74278639
3736326,1,Entire home/apt,Brooklyn,916,82.05542788
3736878,3,Entire home/apt,Brooklyn,517,154.1479679
3737430,1,Private room,Manhattan,287,103.8251406
3738535,1,Entire home/apt,Brooklyn,338,144.5679529
3739087,1,Entire home/apt,Brooklyn,95,336.3252028
3739639,2,Entire home/apt,Manhattan,496,110.69005
3740192,1,Entire home/apt,Brooklyn,474,105.616497
3741296,2,Entire home/apt,Manhattan,636,94.19774017
3741849,1,Entire home/apt,Brooklyn,452,138.8747269
3742401,1,Private room,Brooklyn,854,59.64410948
3742953,1,Private room,Brooklyn,405,84.19644519
3743506,1,Private room,Brooklyn,99,314.8224995
3744058,1,Entire home/apt,Brooklyn,63,365.0
3744610,3,Entire home/apt,Manhattan,1039,62.19511354
3745162,1,Private room,Manhattan,291,132.9574812
3745715,1,Entire home/apt,Manhattan,395,148.1762175
3746819,2,Entire home/apt,Brooklyn,886,68.6341772
3747372,1,Entire home/apt,Manhattan,199,227.0143607
3747924,1,Private room,Brooklyn,472,68.28794019
3748476,1,Entire home/apt,Manhattan,144,278.7580099
3749029,2,Entire home/apt,Manhattan,809,96.70776024
3750133,1,Entire home/apt,Brooklyn,240,179.5313036
3750685,1,Private room,Manhattan,1113,38.00292228
3751238,1,Private room,Manhattan,123,271.7603472
3751790,1,Private room,Brooklyn,365,87.58844524
3752342,1,Entire home/apt,Manhattan,345,192.3083281
3752895,1,Entire home/apt,Manhattan,137,312.9231042
3753447,2,Entire home/apt,Brooklyn,883,97.11660443
3753999,1,Entire home/apt,Manhattan,361,163.1969661
3755104,2,Entire home/apt,Brooklyn,873,45.61490932
3755656,1,Private room,Brooklyn,1032,63.6158476
3756208,1,Entire home/apt,Manhattan,877,111.2500144
3757313,1,Entire home/apt,Brooklyn,326,189.0990379
3758418,2,Entire home/apt,Manhattan,1147,79.47363117
3758970,1,Private room,Brooklyn,621,77.27787471
3759522,1,Entire home/apt,Manhattan,927,82.930201
3760075,1,Private room,Brooklyn,679,100.6655932
3760627,1,Private room,Manhattan,1041,53.18801487
3761179,1,Private room,Brooklyn,961,66.6287543
